n_poses,position_mean,position_std,position_min,position_max,position_median,orientation_mean,orientation_std,orientation_min,orientation_max,orientation_median,combined_mean,combined_std,combined_min,combined_max,combined_median,skill_name,n_demos
141,0.0896369675096919,0.05214104074004606,0.0007896677490542078,0.27056110228636515,0.07705164792762251,0.8455243216466419,0.527572440578816,0.016388295556043975,2.9409619264835825,0.717392150597043,0.1741893996743561,0.09707118174221065,0.003281835403731108,0.5305975534464185,0.14834454884838236,close_the_bottom_drawer_of_the_cabinet,47
141,0.04298541601989462,0.023547840964082068,0.0003420368696149204,0.17218475916982512,0.038745491340575755,0.3607109993475814,0.2036229547833957,0.00035667338045185617,1.2535054846596017,0.32261011322967226,0.07905651595465275,0.03081404952509772,0.00047828707363430686,0.2175905069100178,0.07548426386901749,put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet,47
135,0.03878096154919173,0.017941031875880996,0.0011234800577183837,0.12845799633551225,0.036505196078292924,0.29256640784230453,0.17066257198568563,0.0009181684429300551,1.020677030717683,0.25923508198339595,0.0680376023334222,0.02605993816631291,0.0016796535642100985,0.1824697475055553,0.06546502198478722,put_the_wine_bottle_in_the_bottom_drawer_of_the_cabinet,45
114,0.040391189470756705,0.018583415022269015,0.00012763984889546987,0.11567649351457082,0.03877713864811641,0.46753668672104104,0.23834061895830133,0.00022232492387213738,1.3632646397461017,0.43022723350976744,0.08714485814286081,0.03173620025888873,0.0002917002231589995,0.1806427012768598,0.0834846333396556,put_the_wine_bottle_on_the_wine_rack,38
129,0.03961137329271241,0.01743860647231111,0.00019604951062735155,0.11739622198883884,0.03922943514386587,0.6407262705814696,0.38746923553818813,0.0002822021943015318,2.073631844347349,0.5660317278844285,0.10368400035085935,0.04215743582172202,0.0006312710450896013,0.26246057983190857,0.09860602898391424,put_the_ketchup_in_the_top_drawer_of_the_cabinet,43
144,0.04527177384857593,0.021844664069621537,0.0018034180105577639,0.15780773394374348,0.042201333634007035,0.3466665804592605,0.17179257348424343,0.00034232923775564085,0.8982583180331591,0.3270754749574257,0.07993843189450199,0.027992500302327254,0.003558619730053695,0.20916745943583373,0.07832556918599039,close_the_microwave,48
147,0.04548419367113684,0.028472173985602964,0.0005030577373789659,0.18290170262717062,0.03813605336096955,0.222075688145062,0.11540275874239435,0.0004360305684816775,0.6934158176936575,0.21145239044097208,0.06769176248564306,0.032564810910751446,0.003605382049442894,0.19748340242501122,0.06053446305095657,open_the_microwave,49
126,0.03823307497505133,0.01790646244806196,0.00037642943245156757,0.11821873262004923,0.035840357251015954,0.31034817272955506,0.1535948724749278,0.00031942248393421505,0.7847134363878858,0.2948141053382771,0.06926789224800682,0.023417330524793906,0.0007414082055852156,0.14730630667159994,0.06820706715631096,put_the_white_bowl_on_the_plate,42
132,0.04498925344117022,0.021059414160222938,0.0012878626589679862,0.12885473108228007,0.04317497441159474,0.29451518795035997,0.16192254978062784,0.0025656776794207217,0.9537690874037738,0.26892966787660455,0.07444077223620621,0.02662114309285472,0.0025109573204648338,0.166211980200355,0.07299148930980236,put_the_white_bowl_to_the_right_of_the_plate,44
123,0.04216839219153468,0.02074766135457592,0.00021682689555195807,0.13794539866685285,0.03972516137619397,0.3832466927380621,0.17792844605211416,0.000718493406279634,1.0069627127328646,0.36613165829715133,0.0804930614653409,0.02900993808233212,0.00042708965056328246,0.1669085087404814,0.07887280035866046,put_the_right_moka_pot_on_the_stove,41
126,0.043489122904892395,0.023399481230216762,0.000127829511835306,0.1351585363423359,0.03917577782469319,0.8772292390156757,0.5563824642178887,0.0009228189484186171,2.78846049797588,0.7704833068367888,0.13121204680645998,0.06673107472659348,0.0005979029250359684,0.38231130573144856,0.11827399173673733,turn_off_the_stove,42
102,0.04207880419993238,0.01852982909394155,5.565178268075984e-05,0.1056679642586852,0.04049831635801908,0.3145589936427416,0.14821774396041232,0.00028891101331581106,0.8431047525031358,0.3006797665376688,0.07353470356420654,0.025040441361435267,0.00022498261481035948,0.15083874801337832,0.0717154494797888,put_the_frying_pan_on_the_cabinet_shelf,34
120,0.04292314332633114,0.02299248391537515,0.00018368140550676631,0.14551380102236747,0.039221104526477216,0.3502495704353169,0.1760431382089792,0.002119194908100037,1.0383527427093406,0.3242270515509472,0.07794810036986283,0.02915656785973286,0.0007471447056571967,0.18357436997846616,0.0750293219735627,put_the_frying_pan_on_top_of_the_cabinet,40
135,0.03838144544894332,0.018295007644555397,0.00012680947613447695,0.12862033820621213,0.03638642520715829,0.29826816647138715,0.16210094191141242,0.0012602130852301437,1.002005959909655,0.26918205518536326,0.06820826209608204,0.024897715062542007,0.0008181450178937721,0.19828329160813335,0.06544332637821551,put_the_frying_pan_under_the_cabinet_shelf,45
135,0.040187026946922534,0.018801369873530774,3.218947467580181e-05,0.1228252564765289,0.03827822342347695,0.23519649859698014,0.14794153012697056,0.00038042948477962877,0.9336869688912944,0.20544384245273115,0.06370667680662057,0.02417145652330242,0.0003576048656983131,0.17416240061554594,0.06115854447580045,put_the_white_bowl_on_top_of_the_cabinet,45
111,0.0363191396605161,0.01539928896616945,0.000726699551286126,0.09436776612449686,0.03535184422801179,0.18574500547953113,0.14409239203122318,0.00036457733915010816,0.8330060233849111,0.13849430836608662,0.054893640208469215,0.020640334795907683,0.0012743383766534565,0.11769815153161187,0.05346613119937269,put_the_red_mug_on_the_left_plate,37
132,0.037231079550942764,0.020446578832994392,0.0006511946756280286,0.12311064135460591,0.03328769508664772,0.18098788692532966,0.10047744683479187,0.001011034218802295,0.5911593682536634,0.16615529191805703,0.05532986824347573,0.02360262137457589,0.0010817201678640822,0.14647782924358865,0.05140503375360169,put_the_red_mug_on_the_right_plate,44
135,0.04105157833920994,0.020272046818617433,0.0009237724173936495,0.11451818918399036,0.038012886512876945,0.10634434047958916,0.07795688359515857,0.0005451728726460753,0.5559141555942501,0.08716232666038966,0.051686012387168856,0.02339654980271435,0.0016614447578341012,0.14110496737112518,0.04795233594420309,put_the_white_mug_on_the_left_plate,45
144,0.03744546313709902,0.016467127929359338,3.1999086741468395e-06,0.09834111546379462,0.0363352795073438,0.2247538315846396,0.1412325486933539,0.0004096074890831713,0.9121633996185309,0.19809658133815441,0.05992084629556298,0.02156050957952737,4.416065758246397e-05,0.14630246172790273,0.058333459609737716,put_the_chocolate_pudding_to_the_left_of_the_plate,48
150,0.04086004800625401,0.018508958857006996,4.310833098890965e-05,0.10402752720116218,0.03900981629016511,0.16457470912667718,0.1096585628093135,0.00023257712764983854,0.7082261864996553,0.14157621606849427,0.05731751891892173,0.021614826678394438,0.00021308503351252062,0.1386128194528074,0.05564017211228984,put_the_chocolate_pudding_to_the_right_of_the_plate,50
138,0.036255216913140806,0.01678198944780443,0.00022503814269168293,0.11244102353588198,0.034403750203629936,0.16593260538913387,0.08755545684868289,0.00033842553892505665,0.46395701575409987,0.1524748940514544,0.05284847745205419,0.018677788779014968,0.0005995318013526347,0.12269920389882902,0.05188240498506878,put_the_red_mug_on_the_plate,46
132,0.03582913522089151,0.017714802619743092,0.0009399844131879786,0.10739876474611523,0.03347962909967531,0.3095785926882385,0.16932568508743245,0.0004378698752222301,1.0776168939506312,0.2926829609294779,0.06678699448971535,0.024532104778017406,0.0013646076673709422,0.16130716208936335,0.0651822942828297,put_the_white_mug_on_the_plate,44
